query,source,author,title,description,url,publishedAt,content
India elections,BusinessLine,ANI,"Nifty may swing between -11% to +4% around 25,000 amid macro uncertainty: Report","BofA Securities expects Nifty earnings growth to remain subdued, projecting 7% growth in FY26 and 11% in FY27, well below the Street's expectations of 9% and 15%, respectively",https://www.thehindubusinessline.com/markets/nifty-may-swing-between-11-to-4-around-25000-amid-macro-uncertainty-report/article69939765.ece,2025-08-16T05:47:13Z,"Nifty of National Stock Exchange (NSE) may swing between -11 per cent and +4 per cent from its year-end target of 25,000, as markets navigate a range of evolving macro risks, including potential trad… [+1761 chars]"
India elections,The Times of India,PTI,AAP's student wing to back deserving DU candidates lacking funds for union polls,India News: Aam Aadmi Party's (AAP) youth wing on Friday announced to support Delhi University students wishing to contest union elections but unable to afford th.,https://timesofindia.indiatimes.com/india/aaps-student-wing-to-back-deserving-du-candidates-lacking-funds-for-union-polls/articleshow/123328710.cms,2025-08-16T03:37:56Z,"Sidharth Malhotra's fitness mantra is all about workout, diet and discipline"
India elections,The Times of India,ET Bureau,"Arrey, bhai, why have days that are dry?","India's dry day custom impacts the hospitality sector. Consumers stock up, reducing the effect on the liquor industry. Business faces dislocation and bootlegging. Dry days convert legitimate business into illicit trade. Raising public awareness about responsi…",https://economictimes.indiatimes.com/opinion/et-editorial/arrey-bhai-why-have-days-that-are-dry/articleshow/123325569.cms,2025-08-15T17:56:45Z,"Dry days - specific days when sale of alcohol is not allowed - is a custom peculiar to India among countries where alcohol is legally available. From a purely economic PoV, their impact is considerab… [+1811 chars]"
India elections,The Indian Express,Brinda Karat,"Brinda Karat writes: In his Independence Day speech, PM became Pracharak","By raising bogey of 'ghuspetias' and praising RSS, the Prime Minister violated the trust he holds to protect constitutional values",https://indianexpress.com/article/opinion/columns/pm-modi-independence-day-speech-indian-independence-10191511/,2025-08-15T13:26:10Z,"An Independence Day speech is an occasion to celebrate our freedom, remember our martyrs, the countless men and women to whom independent India will always remain indebted, to take pride in our achie… [+5653 chars]"
India elections,Thenation.com,"RootsAction, The American Committee for US-Russia Accord",Presidents Trump and Putin Must Seize the Moment in Alaska,"RootsAction, The American Committee for US-Russia Accord



The war in Ukraine is a regional security and humanitarian tragedy, but regarding nuclear weapons, Washington and Moscow stand to benefit from working together.




The post Presidents Trump and Pu…",https://www.thenation.com/article/world/trump-putin-ukraine-russia-war-diplomacy/,2025-08-15T09:30:00Z,"The war in Ukraine is a regional security and humanitarian tragedy, but regarding nuclear weapons, Washington and Moscow stand to benefit from working together.
Ad Policy
Donald Trump walks with Vl… [+4936 chars]"
India elections,Thenation.com,Nevin Kallepalli,“It’s Homeland or Death”: The Separatist Movement Roiling the Indian World,"Nevin Kallepalli



Indian Sikhs across the globe want to form an independent breakaway state called Khalistan. The Indian government wants to crush them by any means necessary.




The post “It’s Homeland or Death”: The Separatist Movement Roiling the Indi…",https://www.thenation.com/?post_type=article&p=566707,2025-08-15T09:00:00Z,"Indian Sikhs across the globe want to form an independent breakaway state called Khalistan. The Indian government wants to crush them by any means necessary.
Ad Policy
Sikhs gather in Londons Trafa… [+37513 chars]"
India elections,The Times of India,PTI,BJP will go to any extent of immorality to remain in power: Kharge,Mallikarjun Kharge alleged that the BJP is willing to be immoral to stay in power. He claimed irregularities are emerging in elections. Kharge said opposition votes are being cut in Bihar. He criticized the Election Commission's impartiality. Kharge also accu…,https://economictimes.indiatimes.com/news/politics-and-nation/bjp-will-go-to-any-extent-of-immorality-to-remain-in-power-kharge/articleshow/123319395.cms,2025-08-15T07:52:04Z,"Congress president Mallikarjun Kharge on Friday alleged that the ruling BJP is ready to go to any extent of immorality to remain in power and reiterated that several ""irregularities"" in elections are… [+1666 chars]"
India elections,BBC News,,From bus conductor to superstar: Rajinikanth completes 50 years in Indian films,Rajinikanth debuted in 1975. His 171st film Coolie released on 14 August mirrors his five-decade journey.,https://www.bbc.com/news/articles/cgln14jz1n1o,2025-08-15T02:48:14Z,"The 74-year-old superstar is a phenomenon in India
Longevity in show business is a tricky milestone.
For Indian superstar Rajinikanth, 50 years in films isn't just about survival - it's about an un… [+6572 chars]"
India elections,The Indian Express,Express News Service,Today in Politics: What will PM Modi’s 12th Independence Day speech focus on?,"In the centrepiece annual event, the PM is expected to lay out his government’s agenda, present its report card, make important policy and programme announcements",https://indianexpress.com/article/political-pulse/today-in-politics-narendra-modi-12th-independence-day-speech-focus-10190345/,2025-08-15T01:55:43Z,"Prime Minister Narendra Modi will deliver his 12th consecutive Independence Day address to the nation on Friday from the Red Fort premises.In the centrepiece annual event, the PM is expected to lay o… [+4308 chars]"
India elections,Thehillstimes.in,The Hills Times,"40 years on, implementation of Assam Accord remains incomplete, claim student leaders, pol parties","GUWAHATI, Aug 14: Four decades after the historic Assam Accord was signed to end a six-year-long violent anti-foreigner agitation, its central objective of making the state free of illegal immigrants remains unfulfilled, student leaders and political parties …",https://thehillstimes.in/assam/40-years-on-implementation-of-assam-accord-remains-incomplete-claim-student-leaders-pol-parties,2025-08-14T22:50:00Z,"GUWAHATI, Aug 14: Four decades after the historic Assam Accord was signed to end a six-year-long violent anti-foreigner agitation, its central objective of making the state free of illegal immigrants… [+4174 chars]"
India elections,Boston Herald,Associated Press,Taylor Swift’s new album has everyone seeing orange: An exploration of the color,The pop star says the color ushers in her latest era. Her orange era.,https://www.bostonherald.com/2025/08/14/taylor-swift-orange-era-explained/,2025-08-14T18:08:58Z,"By LEANNE ITALIE, AP Lifestyles Writer
NEW YORK (AP) Orange you ready for it?
Taylor Swift swathed her bombshell album announcement in a shade shes calling Portofino Orange Glitter after donning th… [+8259 chars]"
India elections,Nakedcapitalism.com,Curro Jimenez,"In Latin America, the US Is Showing What the Future World-Order Might Look Like","The rules-based order is giving way to one of 'sphere of influence,' and in Latin America the U.S. is showing what could look like one",https://www.nakedcapitalism.com/2025/08/in-latin-america-the-us-is-showing-what-the-future-world-order-might-look-like.html,2025-08-14T18:00:56Z,"Gustavo Petro, Colombia’s president, has called for an emergency meeting of Latin American countries to respond to a threat by the United States. He is referring to the executive order supposedly sig… [+7497 chars]"
India elections,Statetimes.in,statetimes_editor,SC seeks Centre’s response on plea for restoring Jammu & Kashmir’s statehood,"NEW DELHI: The Supreme Court on Thursday sought a response from the Centre on a plea seeking the restoration of statehood to Jammu and Kashmir, saying ground realities, including the recent Pahalgam incident cannot be ignored. “You also have to take into cons…",https://statetimes.in/sc-seeks-centres-response-on-plea-for-restoring-jammu-kashmirs-statehood/,2025-08-14T17:51:09Z,"NEW DELHI: The Supreme Court on Thursday sought a response from the Centre on a plea seeking the restoration of statehood to Jammu and Kashmir, saying ground realities, including the recent Pahalgam … [+3795 chars]"
India elections,DW (English),Shakeel Sobhan,Why is India's opposition claiming massive 'vote theft?',Rahul Gandhi from the Congress Party has accused India's election commission of aiding the ruling BJP and Narendra Modi to their 2024 election victory.,https://www.dw.com/en/why-is-indias-opposition-claiming-massive-vote-theft/a-73640874,2025-08-14T14:17:00Z,"Indian opposition leader Rahul Gandhi last week claimed that India's election authority had enabled ""vote theft"" to boost Narendra Modi's Bharatiya Janata Party (BJP) in the 2024 general elections.
… [+6388 chars]"
India elections,The Times of India,ET Online,Modi heads to China — a delicate step in the dragon-elephant tango,"Amidst fragile relations and border tensions, Prime Minister Modi's upcoming visit to China signals a calculated step in geopolitics. Facilitated by a pact at the BRICS summit, the visit, tied to the SCO summit, aims to foster regional stability and address t…",https://economictimes.indiatimes.com/news/economy/foreign-trade/modi-heads-to-china-a-delicate-step-in-the-dragon-elephant-tango/articleshow/123301687.cms,2025-08-14T14:16:56Z,"Just a year ago, the idea of Prime Minister Narendra Modi visiting China would have seemed far-fetched. Relations between the two nations were fragile. The border in eastern Ladakh was quiet but tens… [+4793 chars]"
India elections,Newsweek,Miles P. J. Windsor,It's Time to Restore American Leadership on International Religious Freedom | Opinion,There are both humanitarian and deeply strategic reasons for prioritizing international religious freedom in foreign policy.,https://www.newsweek.com/its-time-restore-american-leadership-international-religious-freedom-opinion-2112599,2025-08-14T10:00:01Z,"In February, following President Donald Trump's inauguration, I was in a packed International Religious Freedom (IRF) Summit auditorium when Vice President JD Vance gave an speech, describing IRF as … [+6175 chars]"
India elections,The Times of India,Diksha Tripathy,Born before India’s Independence: 7 desi brands that we keep on loving,"India Independence Day 2025: From humble beginnings before India's independence to navigating the complexities of globalization, several iconic brands have become deeply ingrained in the nation's collective memory. Boroline, Rooh Afza, Keventers, Parle-G, Cip…",https://economictimes.indiatimes.com/industry/cons-products/fmcg/india-independence-2025-boroline-vadilal-rooh-afza-godrej-cipla-parle-g-born-before-indias-independence-7-desi-brands-that-we-keep-on-loving/articleshow/123300633.cms,2025-08-14T09:28:57Z,"Indias journey since 1947 has been nothing short of a transformation. However, throughout these rapid changes, globalisation, opening of new markets and the arrival of shiny new names, there are cert… [+9551 chars]"
India elections,The Times of India,Riya Sharma,"Sensex and Nifty ripe for a short-term rebound, says Jefferies, picks 8 stocks","Indian stocks may witness a short-lived rebound driven by robust domestic buying, strong September earnings, and easing trade tensions, though sustainability concerns remain.",https://economictimes.indiatimes.com/markets/stocks/news/sensex-and-nifty-ripe-for-a-short-term-rebound-says-jefferies-picks-8-stocks/articleshow/123300709.cms,2025-08-14T09:21:21Z,"Indian equities may be primed for a short-lived rally after a year of steep underperformance against emerging-market peers, Jefferies said, citing improved domestic inflows, a likely September-quarte… [+2528 chars]"
India elections,BusinessLine,ANI,"""You cannot ignore what happened in Pahalgam"": Supreme Court on the plea filed seeking restoration of statehood of JK","On December 11, 2023, a five-judge Constitution bench had unanimously upheld the validity of the Union government's 2019 decision to abrogate Article 370 of the Constitution, which conferred the special status of Jammu and Kashmir, while pointing out that Art…",https://www.thehindubusinessline.com/news/national/you-cannot-ignore-what-happened-in-pahalgam-supreme-court-on-the-plea-filed-seeking-restoration-of-statehood-of-jk/article69932164.ece,2025-08-14T09:17:25Z,"The Supreme Court of India, on Thursday, heard a plea seeking directions to the Centre for the restoration of statehood to the Union Territory of Jammu and Kashmir. The court noted that the ground si… [+5602 chars]"
India elections,The Times of India,PTI,"Give proof, don't use dirty phrases like 'vote chori': EC",The Election Commission addressed Rahul Gandhi's claims of voter fraud. It refuted allegations of 'vote chori'. The EC urged Gandhi to provide concrete evidence. They asked for affidavits instead of broad accusations. The commission defended the integrity of …,https://economictimes.indiatimes.com/news/india/give-proof-dont-use-dirty-phrases-like-vote-chori-ec/articleshow/123298136.cms,2025-08-14T07:07:07Z,"Amid relentless attacks by Congress leader Rahul Gandhi over alleged voter data fudging, the Election Commission on Thursday said instead of creating false narrative by using ""dirty phrases"" like 'vo… [+1066 chars]"
India elections,The Times of India,ET Online,"'You cannot ignore what happened in Pahalgam,' CJI observes as SC seeks Centre’s reply on J&K statehood plea",The Supreme Court has directed the Central government to respond to a petition advocating for the restoration of statehood to Jammu and Kashmir. This directive comes after the court acknowledged Solicitor General Tushar Mehta's statement regarding the complex…,https://economictimes.indiatimes.com/news/india/you-cannot-ignore-what-happened-in-pahalgam-cji-observes-as-sc-seeks-centres-reply-on-jk-statehood-plea/articleshow/123296992.cms,2025-08-14T06:15:16Z,The Supreme Court on Thursday asked the Centre to respond to a petition seeking the restoration of statehood to Jammu and Kashmir.A bench of Chief Justice of India B R Gavai and Justice K Vinod Chand… [+963 chars]
India elections,The Times of India,PTI,Waging direct fight against 'vote chori' from Bihar's soil: Rahul on Yatra,"Rahul Gandhi announced the 'Voter Adhikar Yatra' from Bihar on August 17, declaring a direct fight against ""vote chori"" to protect democracy and the Constitution. He asserted the need for a clean voters' list nationwide and urged citizens to join the mass mov…",https://economictimes.indiatimes.com/news/politics-and-nation/waging-direct-fight-against-vote-chori-from-bihars-soil-rahul-on-yatra/articleshow/123296829.cms,2025-08-14T06:06:25Z,"Congress leader Rahul Gandhi on Thursday said ""we are waging a direct fight against vote chori"" from the soil of Bihar with the 'Voter Adhikar Yatra', and asserted that his party will ensure a clean … [+3069 chars]"
India elections,Mypeoplesreview.com,People's Review,"Oli vows coalition will last until 2027, touts government achievements","Kathmandu, Aug 14 : Prime Minister KP Sharma Oli has  said his ruling coalition will remain intact until the 2027 […]
The post Oli vows coalition will last until 2027, touts government achievements appeared first on Peoples' Review.",https://mypeoplesreview.com/2025/08/14/oli-vows-coalition-will-last-until-2027-touts-government-achievements/,2025-08-14T05:30:00Z,"Kathmandu, Aug 14 : Prime Minister KP Sharma Oli has  said his ruling coalition will remain intact until the 2027 general elections, claiming it has delivered strong results in governance, infrastruc… [+2161 chars]"
India elections,The Times of India,ANI,Tejashwi Yadav accuses JDU MLC of having two voter ID cards,"Tejashwi Yadav, Leader of Opposition in Bihar, has accused JDU MLC Dinesh Singh, a close associate of CM Nitish Kumar, of possessing two voter ID cards. Yadav alleges that Singh has two EPIC numbers, allowing him to vote in multiple constituencies. He questio…",https://economictimes.indiatimes.com/news/elections/assembly-elections/bihar/tejashwi-yadav-accuses-jdu-mlc-of-having-two-voter-id-cards/articleshow/123294778.cms,2025-08-14T04:13:11Z,"Leader of Opposition in Bihar Assembly, Tejashwi Yadav, on Thursday accused MLC Dinesh Singh of possessing two voter ID cards amid the ongoing allegations on the Election Commission of ""voter fraud.""… [+2450 chars]"
India elections,The Indian Express,Express News Service,Today in Politics: Three-judge SC Bench may hear stray dog matter; Cong to hold protest marches against ‘vote theft’,"The Supreme Court has referred the serious stray dog issue to a three-judge Bench, emphasizing immediate action for relocation and shelter creation amid rabies concerns. Hearings are set for Thursday as authorities face strict measures for non-compliance.",https://indianexpress.com/article/political-pulse/three-judge-sc-bench-hear-stray-dog-matter-cong-hold-protest-marches-against-vote-theft-10188054/,2025-08-14T02:52:39Z,"The Supreme Court referred the stray dog matter to a three-judge Bench, which is likely to hear the matter on Thursday.On Monday, noting an “extremely grim” situation due to stray dog bites resulting… [+3848 chars]"
India elections,The Indian Express,Devansh Mittal,"BJP leader at RWA meet: ‘One Nation, One Election will make India strong… Trump won’t be able to make false claims’",Bansal addressed members of various RWAs at the Safdarjung Club in Safdarjung Enclave.,https://indianexpress.com/article/cities/delhi/bjp-leader-at-rwa-meet-one-nation-one-election-will-make-india-strong-trump-wont-be-able-to-make-false-claims-10187772/,2025-08-14T00:32:23Z,"The implementation of One Nation, One Election will strengthen the Indian economy and make the country so strong that US President Donald Trump won’t be able to make claims about stopping the India-P… [+2268 chars]"
India elections,Thehillstimes.in,The Hills Times,81 new villages added to BTC final poll rolls,"HT Bureau GUWAHATI, Aug 13: The Assam State Election Commission on Wednesday released the Final Photo Electoral Rolls for all 40 constituencies of the Bodoland Territorial Council (BTC), marking a major milestone ahead of the upcoming council elections. This …",https://thehillstimes.in/assam/81-new-villages-added-to-btc-final-poll-rolls,2025-08-13T22:30:00Z,"HT Bureau
GUWAHATI, Aug 13: The Assam State Election Commission on Wednesday released the Final Photo Electoral Rolls for all 40 constituencies of the Bodoland Territorial Council (BTC), marking a m… [+1940 chars]"
India elections,Foreign Policy,Michael Kugelman,Is This Modi’s Moment of Reckoning?,"From Trump’s tariffs to domestic political headaches, challenges converge for the Indian leader.",http://foreignpolicy.com/2025/08/13/modi-moment-reckoning-trump-tariffs-pakistan-conflict/,2025-08-13T21:37:42Z,"Welcome to Foreign Policys South Asia Brief.
The highlights this week: Indian Prime Minister Narendra Modi faces down multiple challenges at once as the United States threatens high tariffs, former … [+9712 chars]"
India elections,The Times of India,Jatin Takkar and Kumar Anshuman,Oppn-backed BJP MP Rudy wins Constitution Club poll,"Rajiv Pratap Rudy secured victory over Sanjeev Balyan in the Constitution Club election, revealing underlying caste divisions within the BJP. Rudy's win, supported by opposition figures and some within his own party, highlighted a perceived 'anti-establishmen…",https://economictimes.indiatimes.com/news/politics-and-nation/oppn-backed-bjp-mp-rudy-wins-constitution-club-poll/articleshow/123289359.cms,2025-08-13T19:15:19Z,"New Delhi: The result of the high-profile 'BJP versus BJP' Constitution Club election is out, with BJP MP Rajiv Pratap Rudy emerging victorious over his party colleague and former MP Sanjeev Balyan, … [+2893 chars]"
India elections,The Times of India,PTI,SC to hear on August 14 plea for restoring Jammu & Kashmir statehood,The Supreme Court is scheduled to hear a plea concerning the restoration of statehood to Jammu and Kashmir. This follows the court's December 2023 ruling upholding the revocation of Article 370 while directing assembly elections by September 2024 and the prom…,https://economictimes.indiatimes.com/news/india/sc-to-hear-on-august-14-plea-for-restoring-jammu-kashmir-statehood/articleshow/123289053.cms,2025-08-13T18:59:35Z,The Supreme Court would on Thursday hear a plea for the restoration of statehood to Jammu and Kashmir.A bench of Chief Justice of India B R Gavai and Justice K Vinod Chandran is likely to hear the ma… [+2498 chars]
India elections,The Times of India,Anubhuti Vishnoi,"Petitioners, poll panel invoke same case to back opposing stands during ongoing SIR debate in SC","The Supreme Court is currently hearing arguments in the SIR debate, with both the Election Commission and petitioners citing the 1995 Lal Babu Hussein case as justification. The petitioners argue that the EC's current stance contradicts the precedent set in L…",https://economictimes.indiatimes.com/news/politics-and-nation/petitioners-poll-panel-invoke-same-case-to-back-opposing-stands-during-ongoing-sir-debate-in-sc/articleshow/123288728.cms,2025-08-13T18:49:49Z,New Delhi: Three writ petitions filed from erstwhile Bombay and Delhi in 1994 in the Supreme Court challenging the Electoral Registration Officer's (ERO) powers to exclude a person's name from the el… [+3943 chars]
India elections,Freerepublic.com,Union Leader,My socialist mayor,I LIVE in New York City. “Proud Democratic Socialist” Zohran Mamdani is likely to be my next mayor. I’m not happy about it. But I am outnumbered. Mamdani is popular. He won more primary votes than any other candidate in the city’s history. Minneapolis may als…,https://freerepublic.com/focus/f-news/4334378/posts,2025-08-13T16:40:49Z,"Skip to comments.
My socialist mayorUnion Leader ^
 | August 8, 2025
 | John Stossel
Posted on 08/13/2025 9:40:49 AM PDT by Angelino97
I LIVE in New York City. Proud Democratic Socialist Zohran … [+12303 chars]"
India elections,BusinessLine,Sanjana B,United Spirits Q1 profit dips to ₹417 cr; net sales rises on AP re-entry and sports business boost,"On a standalone basis, the Diageo-owned company’s NSV was ₹2,549 crore in Q1, up 8.4% YoY, driven by the re-entry in Andhra Pradesh and on the back of its innovation and renovation offerings and revenue growth management interventions",https://www.thehindubusinessline.com/companies/united-spirits-q1-profit-dips-to-417-cr-net-sales-rises-on-ap-re-entry-and-sports-business-boost/article69929623.ece,2025-08-13T15:46:29Z,"Liquor giant United Spirits Ltd (USL) reported a consolidated profit after tax (PAT) of 417 crore during the first quarter of FY26, down from Q1FY25s 485 crore. 
The companys consolidated Net sales … [+2089 chars]"
India elections,The Star Online,"Sanjeev Miglani, Krishna N. Das",India's Rahul Gandhi says he will challenge 'serious discrepancies' in electoral system,"NEW DELHI (Reuters) -Opposition leader Rahul Gandhi said on Wednesday India's electoral system suffers from ""serious discrepancies"" and he pledged to continue challenging its integrity through public mobilisation and potentially the courts. Read full story",https://www.thestar.com.my/news/world/2025/08/13/india039s-rahul-gandhi-says-he-will-challenge-039serious-discrepancies039-in-electoral-system,2025-08-13T15:31:00Z,"NEW DELHI (Reuters) -Opposition leader Rahul Gandhi said on Wednesday India's electoral system suffers from ""serious discrepancies"" and he pledged to continue challenging its integrity through public… [+2055 chars]"
India elections,Rediff.com,sports@rediff.co.in (Aadharsh A.V.),'Curbs on sporting engagements standard safeguard',"Implementation of sports bill in 6 months, regulation of participation standard safeguard: Mandaviya",https://www.rediff.com/sports/report/curbs-on-sporting-engagements-standard-safeguard/20250813.htm,2025-08-13T12:43:17Z,"""The provision empowering the government to stop international participation is a standard safeguard seen in sports laws globally, intended for use in extraordinary circumstances."" 
IMAGE: Union Spo… [+7041 chars]"
India elections,The Times of India,PTI,SC to hear on Aug 14 plea for restoring Jammu & Kashmir statehood,The Supreme Court will hear a plea regarding the restoration of statehood to Jammu and Kashmir. The court had earlier upheld the revocation of Article 370. It also directed assembly elections by September 2024 and statehood restoration at the earliest. A plea…,https://economictimes.indiatimes.com/news/india/sc-to-hear-on-aug-14-plea-for-restoring-jammu-kashmir-statehood/articleshow/123280643.cms,2025-08-13T11:49:17Z,The Supreme Court would on Thursday hear a plea for the restoration of statehood to Jammu and Kashmir.A bench of Chief Justice of India B R Gavai and Justice K Vinod Chandran is likely to hear the ma… [+2498 chars]
India elections,The Times of India,PTI,Former chief election commissioner Rajiv Kumar is in India: Sources,"Amid social media rumors, sources close to Rajiv Kumar, the former chief election commissioner, confirm he remains in India and has not relocated to Malta. Kumar, who oversaw the 2024 Lok Sabha elections, has faced scrutiny following allegations of vote irreg…",https://economictimes.indiatimes.com/news/india/former-chief-election-commissioner-rajiv-kumar-is-in-india-sources/articleshow/123276759.cms,2025-08-13T08:59:05Z,"Amid social media rumors, sources close to Rajiv Kumar, the former chief election commissioner, confirm he remains in India and has not relocated to Malta. Kumar, who oversaw the 2024 Lok Sabha elect… [+125 chars]"
India elections,CNBC,,White House tames expectations for Trump-Putin summit,"The White House has now reduced the upcoming Alaska summit between U.S. President Donald Trump and Kremlin leader Vladimir Putin to a ""listening exercise.""",https://www.cnbc.com/2025/08/13/white-house-tames-expectations-for-trump-putin-summit.html,2025-08-13T07:49:06Z,"U.S. President Donald Trump will approach his encounter with Kremlin leader Vladimir Putin as a ""listening exercise,"" the White House said, taming expectations that this week's Alaska summit could yi… [+4032 chars]"
India elections,EFF,Josh Richman,Podcast Episode: Separating AI Hope from AI Hype,"If you believe the hype, artificial intelligence will soon take all our jobs, or solve all our problems, or destroy all boundaries between reality and lies, or help us live forever, or take over the world and exterminate humanity. That’s a pretty wide spectru…",https://www.eff.org/deeplinks/2025/08/podcast-episode-separating-ai-hope-ai-hype,2025-08-13T07:05:00Z,"If you believe the hype, artificial intelligence will soon take all our jobs, or solve all our problems, or destroy all boundaries between reality and lies, or help us live forever, or take over the … [+42134 chars]"
India elections,Mypeoplesreview.com,People's Review,Marking the 70th Anniversary of Nepal-China Modern Diplomatic Ties,"Communicating with China through China Study Center Nepal ByUpendra Gautam Rationale This year, Nepal and China are celebrating the platinum […]
The post Marking the 70th Anniversary of Nepal-China Modern Diplomatic Ties appeared first on Peoples' Review.",https://mypeoplesreview.com/2025/08/13/marking-the-70th-anniversary-of-nepal-china-modern-diplomatic-ties/,2025-08-13T06:20:27Z,"Communicating with China through China Study Center Nepal
ByUpendra Gautam
Rationale
This year, Nepal and China are celebrating the platinum anniversary of their modern diplomatic relationship. Tw… [+25064 chars]"
India elections,BBC News,"Neyaz Farooquee - BBC News, Delhi",Explained: Why is the opposition protesting against India's Election Commission?,"Opposition parties have made allegations of electoral irregularities, which the India's poll body has denied.",https://www.bbc.com/news/articles/c0l6kg80de5o?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,2025-08-13T05:53:47Z,"A political row has erupted in India over allegations of ""vote theft"" by opposition parties, and accusations of electoral irregularities against the country's election body, which they say favoured t… [+5148 chars]"
India elections,BBC News,,The row over 'vote theft' that has shaken Indian politics,"Opposition parties have made allegations of electoral irregularities, which the India's poll body has denied.",https://www.bbc.com/news/articles/c0l6kg80de5o,2025-08-13T05:53:42Z,"Neyaz Farooquee
There were nearly a billion registered voters in the 2024 elections
A political row has erupted in India over allegations of ""vote theft"", with opposition parties accusing the count… [+5180 chars]"
India elections,Rediff.com,normag@rediff.co.in (Norma Godinho),'This Act will ensure that our athletes are clean',"The legislation sets clear expectations for National Sports Federations and the Indian Olympic Association, ensuring mechanisms for fair elections, financial openness, and inclusive representation.",https://www.rediff.com/sports/report/this-act-will-ensure-that-our-athletes-are-clean/20250813.htm,2025-08-13T05:52:55Z,"IMAGE: All India Football Federation President Kalyan Chaubey. Photograph: Micha Walusza/FIDE 
All India Football Federation (AIFF) President Kalyan Chaubey congratulated Union Sports Minister Mansu… [+2579 chars]"
India elections,Rediff.com,laxmin@rediff.co.in (Laxmi Negi),"'Longstanding demand met,' Patel on Sports Bill","Patel emphasised that one of the most important features of the bill is the establishment of a dedicated tribunal for resolving disputes, reducing the burden on the judiciary and ensuring quicker justice.",https://www.rediff.com/sports/report/longstanding-demand-met-patel-on-sports-bill/20250813.htm,2025-08-13T05:13:45Z,"'It will help India as a major sporting nation': Praful Patel on the Sports Bill
IMAGE: Praful Patel emphasised that one of the most important features of the bill is the establishment of a dedicate… [+7696 chars]"
India elections,The Times of India,ANI,"Election Commission of India SIR: Two EPIC numbers being made for all BJP people, alleges RJD's Tejashwi Yadav in poll-bound Bihar",Bihar ECI Sir: Tejashwi Yadav claims the Election Commission is assisting the Bharatiya Janata Party in manipulating Bihar's voter lists. He alleges the BJP leaders and workers are getting multiple voter IDs. Yadav also says people from other states are being…,https://economictimes.indiatimes.com/news/politics-and-nation/bihar-election-eci-sir-two-epic-numbers-being-made-for-all-bjp-people-alleges-rjds-tejashwi-yadav-in-poll-bound-bihar/articleshow/123272360.cms,2025-08-13T05:11:52Z,Rashtriya Janata Dal leader Tejashwi Yadav on Wednesday alleged that the Election Commission of India is working with the Bharatiya Janata Party to manipulate the voter list in Bihar by issuing two E… [+3821 chars]
India elections,Livemint,Suneera Tandon,"Bata India overhauls strategy amidst stiff competition, weak demand",Bata India is undergoing a transformation to refresh its product offerings and retail strategy in response to changing consumer behaviours and competition. The company plans to increase product launches for budget-conscious buyers.,https://www.livemint.com/companies/bata-india-overhauls-strategy-amidst-stiff-competition-weak-demand-metro-store-expansion-floats-hush-puppies-inflatio-11755001186388.html,2025-08-13T00:00:15Z,"New Delhi: Footwear retailer Bata India Ltd is embarking on a broad transformation plan to refresh its products, retail experience, and supply chain agility as it faces a softer market and tougher co… [+3729 chars]"
India elections,Thehillstimes.in,The Hills Times,Bihar SIR row a trust deficit issue: SC,"NEW DELHI, Aug 12: The Supreme Court on Tuesday said including or excluding citizens and non-citizens from electoral rolls was within Election Commission of India’s remit as it called the Bihar special intensive revision (SIR) row “largely a trust deficit iss…",https://thehillstimes.in/national/bihar-sir-row-a-trust-deficit-issue-sc,2025-08-12T23:05:00Z,"NEW DELHI, Aug 12: The Supreme Court on Tuesday said including or excluding citizens and non-citizens from electoral rolls was within Election Commission of Indias remit as it called the Bihar specia… [+5263 chars]"
India elections,Yahoo Entertainment,Kanishka Singh,"US report says India acts minimally, Pakistan rarely acts against rights abuses","WASHINGTON (Reuters) -The U.S. government noted abuses in India and Pakistan in a shortened human rights report released on Tuesday that said India ""took...",https://www.yahoo.com/news/articles/us-report-says-india-acts-213432626.html,2025-08-12T21:34:32Z,"By Kanishka Singh
WASHINGTON (Reuters) -The U.S. government noted abuses in India and Pakistan in a shortened human rights report released on Tuesday that said India ""took minimal credible steps"" to… [+2637 chars]"
India elections,The Times of India,TNN,JPC examining 2 bills on ONOE gets extension till winter session,India News: NEW DELHI: The joint parliamentary committee examining two bills to implement the system of simultaneously holding Lok Sabha and assembly elections wa.,https://timesofindia.indiatimes.com/india/jpc-examining-2-bills-on-onoe-gets-extension-till-winter-session/articleshow/123266641.cms,2025-08-12T21:00:56Z,"Home, away from home: These 7 species of fish have mastered life on land"
India elections,The Times of India,Jayatri Nag,Abhishek Banerjee targets PM Modi over electoral roll,"Trinamool Congress MP Abhishek Banerjee demanded the resignation of PM Narendra Modi and his cabinet, along with the dissolution of the Lok Sabha. This call for fresh elections arises if the Election Commission of India acknowledges flaws in the electoral rol…",https://economictimes.indiatimes.com/news/politics-and-nation/abhishek-banerjee-targets-pm-modi-over-electoral-roll/articleshow/123265822.cms,2025-08-12T18:58:42Z,"Investment Ideas
Grow your wealth with stock ideas &amp; sectoral trends.
Stock Reports Plus
Buy low &amp; sell high with access to Stock Score, Upside potential &amp; more. 
BigBull Portfolio
G… [+439 chars]"
